comparison_id,task,predictor,method,full_model_r2,demographics_ridge_r2,delta_r2,rank_in_cell,split,test_n
cell-036,dbp,fundus_automorph_features,Ridge,0.3151901370620226,0.2304269873124728,0.0847631497495498,5.0,test,1192
cell-036,dbp,fundus_automorph_features,GBDT,0.30667636949056265,0.2304269873124728,0.07624938217808985,6.0,test,1192
cell-036,dbp,fundus_automorph_features,RealMLP,0.3329009364256258,0.2304269873124728,0.102473949113153,1.0,test,1192
cell-036,dbp,fundus_automorph_features,TabSwift,0.33211395076190586,0.2304269873124728,0.10168696344943307,4.0,test,1192
cell-036,dbp,fundus_automorph_features,TabICL,0.33213767996853494,0.2304269873124728,0.10171069265606214,3.0,test,1192
cell-036,dbp,fundus_automorph_features,TabDPT,0.33234982439447414,0.2304269873124728,0.10192283708200134,2.0,test,1192
cell-037,dbp,hpp_curated_panel,Ridge,0.16505729632805155,0.13986457142496134,0.025192724903090213,3.0,test,656
cell-037,dbp,hpp_curated_panel,GBDT,0.14377025198813365,0.13986457142496134,0.003905680563172309,6.0,test,656
cell-037,dbp,hpp_curated_panel,RealMLP,0.1649535867687476,0.13986457142496134,0.02508901534378627,4.0,test,656
cell-037,dbp,hpp_curated_panel,TabSwift,0.16782670393681987,0.13986457142496134,0.02796213251185853,1.0,test,656
cell-037,dbp,hpp_curated_panel,TabICL,0.1596323679408701,0.13986457142496134,0.019767796515908764,5.0,test,656
cell-037,dbp,hpp_curated_panel,TabDPT,0.1667007968319445,0.13986457142496134,0.02683622540698316,2.0,test,656
cell-038,dbp,fundus_automorph_features,Ridge,0.2838140954773306,0.19831305899245433,0.08550103648487628,1.0,test,460
cell-038,dbp,fundus_automorph_features,GBDT,0.25755466674392247,0.19831305899245433,0.05924160775146814,6.0,test,460
cell-038,dbp,fundus_automorph_features,RealMLP,0.2738041036110811,0.19831305899245433,0.07549104461862677,5.0,test,460
cell-038,dbp,fundus_automorph_features,TabSwift,0.280288417307167,0.19831305899245433,0.0819753583147127,3.0,test,460
cell-038,dbp,fundus_automorph_features,TabICL,0.2805244019446326,0.19831305899245433,0.08221134295217825,2.0,test,460
cell-038,dbp,fundus_automorph_features,TabDPT,0.27538101761587863,0.19831305899245433,0.0770679586234243,4.0,test,460
cell-039,ferritin,hpp_curated_panel,Ridge,0.14525642592309052,0.13515364094185112,0.010102784981239399,4.0,test,334
cell-039,ferritin,hpp_curated_panel,GBDT,0.13664512476805524,0.13515364094185112,0.0014914838262041208,6.0,test,334
cell-039,ferritin,hpp_curated_panel,RealMLP,0.1415563367795447,0.13515364094185112,0.006402695837693595,5.0,test,334
cell-039,ferritin,hpp_curated_panel,TabSwift,0.1550021257613109,0.13515364094185112,0.019848484819459777,3.0,test,334
cell-039,ferritin,hpp_curated_panel,TabICL,0.1657788010802237,0.13515364094185112,0.030625160138372576,1.0,test,334
cell-039,ferritin,hpp_curated_panel,TabDPT,0.1603503944676855,0.13515364094185112,0.025196753525834392,2.0,test,334
cell-040,ferritin,hpp_curated_panel,Ridge,0.17005142352681013,0.15323007504809683,0.016821348478713305,6.0,test,512
cell-040,ferritin,hpp_curated_panel,GBDT,0.2062967561130301,0.15323007504809683,0.053066681064933285,1.0,test,512
cell-040,ferritin,hpp_curated_panel,RealMLP,0.1935800782534295,0.15323007504809683,0.04035000320533266,5.0,test,512
cell-040,ferritin,hpp_curated_panel,TabSwift,0.1990105053218706,0.15323007504809683,0.045780430273773765,3.0,test,512
cell-040,ferritin,hpp_curated_panel,TabICL,0.1950688864674629,0.15323007504809683,0.04183881141936607,4.0,test,512
cell-040,ferritin,hpp_curated_panel,TabDPT,0.20392344984457533,0.15323007504809683,0.05069337479647851,2.0,test,512
cell-041,fib3,hpp_curated_panel,Ridge,0.11697764652291642,0.080076054426796,0.03690159209612043,3.0,test,656
cell-041,fib3,hpp_curated_panel,GBDT,0.07744434073343909,0.080076054426796,-0.0026317136933569074,6.0,test,656
cell-041,fib3,hpp_curated_panel,RealMLP,0.10107759246168957,0.080076054426796,0.021001538034893574,5.0,test,656
cell-041,fib3,hpp_curated_panel,TabSwift,0.12336859649430665,0.080076054426796,0.04329254206751065,1.0,test,656
cell-041,fib3,hpp_curated_panel,TabICL,0.11900019912600668,0.080076054426796,0.03892414469921068,2.0,test,656
cell-041,fib3,hpp_curated_panel,TabDPT,0.11525911203448702,0.080076054426796,0.035183057607691026,4.0,test,656
cell-042,fib3,hpp_curated_panel,Ridge,0.10364421698211324,0.07075942354842468,0.03288479343368855,2.0,test,443
cell-042,fib3,hpp_curated_panel,GBDT,0.0766937305268951,0.07075942354842468,0.005934306978470416,6.0,test,443
cell-042,fib3,hpp_curated_panel,RealMLP,0.09330588981089538,0.07075942354842468,0.0225464662624707,5.0,test,443
cell-042,fib3,hpp_curated_panel,TabSwift,0.10488235323193718,0.07075942354842468,0.03412292968351249,1.0,test,443
cell-042,fib3,hpp_curated_panel,TabICL,0.09402651837574794,0.07075942354842468,0.023267094827323254,4.0,test,443
cell-042,fib3,hpp_curated_panel,TabDPT,0.09800205342808277,0.07075942354842468,0.027242629879658087,3.0,test,443
cell-043,fib4,hpp_curated_panel,Ridge,0.0800693781887093,0.01587884638643422,0.06419053180227507,4.0,test,656
cell-043,fib4,hpp_curated_panel,GBDT,0.046074573699986354,0.01587884638643422,0.030195727313552134,6.0,test,656
cell-043,fib4,hpp_curated_panel,RealMLP,0.0727023831973983,0.01587884638643422,0.05682353681096408,5.0,test,656
cell-043,fib4,hpp_curated_panel,TabSwift,0.09432159108256644,0.01587884638643422,0.07844274469613222,2.0,test,656
cell-043,fib4,hpp_curated_panel,TabICL,0.0941389840028658,0.01587884638643422,0.07826013761643158,3.0,test,656
cell-043,fib4,hpp_curated_panel,TabDPT,0.09524267740824865,0.01587884638643422,0.07936383102181443,1.0,test,656
cell-044,fib4,hpp_curated_panel,Ridge,0.011914174375153852,0.01025310774376964,0.0016610666313842115,2.0,test,443
cell-044,fib4,hpp_curated_panel,GBDT,0.005972121177195144,0.01025310774376964,-0.004280986566574496,5.0,test,443
cell-044,fib4,hpp_curated_panel,RealMLP,0.0018935252449072681,0.01025310774376964,-0.008359582498862372,6.0,test,443
cell-044,fib4,hpp_curated_panel,TabSwift,0.011287475338865316,0.01025310774376964,0.0010343675950956754,3.0,test,443
cell-044,fib4,hpp_curated_panel,TabICL,0.007583482956681209,0.01025310774376964,-0.0026696247870884315,4.0,test,443
cell-044,fib4,hpp_curated_panel,TabDPT,0.013284650017823862,0.01025310774376964,0.003031542274054222,1.0,test,443
cell-045,fli,hpp_curated_panel,Ridge,0.4291958524810172,0.09377377442076829,0.33542207806024893,3.0,test,269
cell-045,fli,hpp_curated_panel,GBDT,0.3791400490104966,0.09377377442076829,0.2853662745897283,6.0,test,269
cell-045,fli,hpp_curated_panel,RealMLP,0.4151993775564906,0.09377377442076829,0.3214256031357223,5.0,test,269
cell-045,fli,hpp_curated_panel,TabSwift,0.42717348202595684,0.09377377442076829,0.33339970760518856,4.0,test,269
cell-045,fli,hpp_curated_panel,TabICL,0.4551512501219349,0.09377377442076829,0.36137747570116663,1.0,test,269
cell-045,fli,hpp_curated_panel,TabDPT,0.45152504924149717,0.09377377442076829,0.3577512748207289,2.0,test,269
cell-046,fli,hpp_curated_panel,Ridge,0.7817136162953705,0.17026733847241893,0.6114462778229516,6.0,test,179
cell-046,fli,hpp_curated_panel,GBDT,0.7921792939550322,0.17026733847241893,0.6219119554826132,4.0,test,179
cell-046,fli,hpp_curated_panel,RealMLP,0.7913187376994939,0.17026733847241893,0.621051399227075,5.0,test,179
cell-046,fli,hpp_curated_panel,TabSwift,0.798988014057757,0.17026733847241893,0.6287206755853381,3.0,test,179
cell-046,fli,hpp_curated_panel,TabICL,0.8015240175312994,0.17026733847241893,0.6312566790588805,2.0,test,179
cell-046,fli,hpp_curated_panel,TabDPT,0.8032966285857673,0.17026733847241893,0.6330292901133484,1.0,test,179
cell-047,fpg,hpp_curated_panel,Ridge,0.14997452755559282,0.12251566654497237,0.02745886101062045,4.0,test,929
cell-047,fpg,hpp_curated_panel,GBDT,0.1203096579345948,0.12251566654497237,-0.0022060086103775634,6.0,test,929
cell-047,fpg,hpp_curated_panel,RealMLP,0.1612860501600949,0.12251566654497237,0.03877038361512253,1.0,test,929
cell-047,fpg,hpp_curated_panel,TabSwift,0.15153386442230654,0.12251566654497237,0.029018197877334173,3.0,test,929
cell-047,fpg,hpp_curated_panel,TabICL,0.14791625258162677,0.12251566654497237,0.025400586036654405,5.0,test,929
cell-047,fpg,hpp_curated_panel,TabDPT,0.15854507043102295,0.12251566654497237,0.03602940388605058,2.0,test,929
cell-048,fpg,cgm_iglu,Ridge,0.28969640207393343,0.12022917914033293,0.1694672229336005,5.0,test,1029
cell-048,fpg,cgm_iglu,GBDT,0.25969749222682315,0.12022917914033293,0.13946831308649021,6.0,test,1029
cell-048,fpg,cgm_iglu,RealMLP,0.3221741210238118,0.12022917914033293,0.2019449418834789,1.0,test,1029
cell-048,fpg,cgm_iglu,TabSwift,0.3146853050976669,0.12022917914033293,0.19445612595733397,4.0,test,1029
cell-048,fpg,cgm_iglu,TabICL,0.3157325164469702,0.12022917914033293,0.19550333730663727,3.0,test,1029
cell-048,fpg,cgm_iglu,TabDPT,0.31911181213053186,0.12022917914033293,0.19888263299019893,2.0,test,1029
cell-049,fundus_artery_average_width,hpp_curated_panel,Ridge,0.11250066868397013,0.09850942424852971,0.01399124443544042,2.0,test,552
cell-049,fundus_artery_average_width,hpp_curated_panel,GBDT,0.1050623395974647,0.09850942424852971,0.0065529153489349845,6.0,test,552
cell-049,fundus_artery_average_width,hpp_curated_panel,RealMLP,0.10728105900489582,0.09850942424852971,0.008771634756366109,5.0,test,552
cell-049,fundus_artery_average_width,hpp_curated_panel,TabSwift,0.11368154245103823,0.09850942424852971,0.015172118202508522,1.0,test,552
cell-049,fundus_artery_average_width,hpp_curated_panel,TabICL,0.10936681248556368,0.09850942424852971,0.010857388237033971,3.0,test,552
cell-049,fundus_artery_average_width,hpp_curated_panel,TabDPT,0.10897478455835008,0.09850942424852971,0.01046536030982037,4.0,test,552
cell-050,fundus_artery_average_width,hpp_curated_panel,Ridge,0.09128953104266979,0.0898138034499919,0.001475727592677889,4.0,test,463
cell-050,fundus_artery_average_width,hpp_curated_panel,GBDT,0.09116492206736093,0.0898138034499919,0.0013511186173690293,5.0,test,463
cell-050,fundus_artery_average_width,hpp_curated_panel,RealMLP,0.09421036403476535,0.0898138034499919,0.004396560584773446,2.0,test,463
cell-050,fundus_artery_average_width,hpp_curated_panel,TabSwift,0.0870042778143797,0.0898138034499919,-0.002809525635612209,6.0,test,463
cell-050,fundus_artery_average_width,hpp_curated_panel,TabICL,0.09165945724350355,0.0898138034499919,0.001845653793511648,3.0,test,463
cell-050,fundus_artery_average_width,hpp_curated_panel,TabDPT,0.0954381360311658,0.0898138034499919,0.0056243325811738965,1.0,test,463
cell-051,fundus_artery_average_width,cgm_iglu,Ridge,0.09322929192259644,0.09454623656496952,-0.0013169446423730857,2.0,test,928
cell-051,fundus_artery_average_width,cgm_iglu,GBDT,0.0923482304418689,0.09454623656496952,-0.0021980061231006154,4.0,test,928
cell-051,fundus_artery_average_width,cgm_iglu,RealMLP,0.0950356887121081,0.09454623656496952,0.0004894521471385804,1.0,test,928
cell-051,fundus_artery_average_width,cgm_iglu,TabSwift,0.08555489868737154,0.09454623656496952,-0.008991337877597982,6.0,test,928
cell-051,fundus_artery_average_width,cgm_iglu,TabICL,0.09271613079368946,0.09454623656496952,-0.0018301057712800661,3.0,test,928
cell-051,fundus_artery_average_width,cgm_iglu,TabDPT,0.0916107620730533,0.09454623656496952,-0.0029354744919162234,5.0,test,928
cell-052,fundus_artery_average_width,hpp_curated_panel,Ridge,0.10705279339503782,0.0963383121389253,0.010714481256112518,6.0,test,965
cell-052,fundus_artery_average_width,hpp_curated_panel,GBDT,0.11320276179296773,0.0963383121389253,0.016864449654042435,5.0,test,965
cell-052,fundus_artery_average_width,hpp_curated_panel,RealMLP,0.11574925160165994,0.0963383121389253,0.019410939462734644,4.0,test,965
cell-052,fundus_artery_average_width,hpp_curated_panel,TabSwift,0.12040329208432077,0.0963383121389253,0.02406497994539547,1.0,test,965
cell-052,fundus_artery_average_width,hpp_curated_panel,TabICL,0.11890736425332682,0.0963383121389253,0.022569052114401522,3.0,test,965
cell-052,fundus_artery_average_width,hpp_curated_panel,TabDPT,0.1203949123732646,0.0963383121389253,0.02405660023433931,2.0,test,965
cell-053,fundus_artery_average_width,hpp_curated_panel,Ridge,0.11825028803357995,0.10657532472604236,0.01167496330753759,2.0,test,804
cell-053,fundus_artery_average_width,hpp_curated_panel,GBDT,0.11236325874564024,0.10657532472604236,0.0057879340195978735,4.0,test,804
cell-053,fundus_artery_average_width,hpp_curated_panel,RealMLP,0.10914365563551054,0.10657532472604236,0.002568330909468175,5.0,test,804
cell-053,fundus_artery_average_width,hpp_curated_panel,TabSwift,0.10662204419798205,0.10657532472604236,4.67194719396824e-05,6.0,test,804
cell-053,fundus_artery_average_width,hpp_curated_panel,TabICL,0.11456815070404791,0.10657532472604236,0.007992825978005547,3.0,test,804
cell-053,fundus_artery_average_width,hpp_curated_panel,TabDPT,0.12014746234044693,0.10657532472604236,0.013572137614404567,1.0,test,804
cell-054,fundus_artery_average_width,hpp_curated_panel,Ridge,0.09959535503971673,0.09459310461555348,0.005002250424163246,6.0,test,1038
cell-054,fundus_artery_average_width,hpp_curated_panel,GBDT,0.10157739500670693,0.09459310461555348,0.006984290391153447,5.0,test,1038
cell-054,fundus_artery_average_width,hpp_curated_panel,RealMLP,0.10222495862177206,0.09459310461555348,0.007631854006218575,4.0,test,1038
cell-054,fundus_artery_average_width,hpp_curated_panel,TabSwift,0.10584316629832458,0.09459310461555348,0.011250061682771095,1.0,test,1038
cell-054,fundus_artery_average_width,hpp_curated_panel,TabICL,0.10405636004748631,0.09459310461555348,0.009463255431932827,2.0,test,1038
cell-054,fundus_artery_average_width,hpp_curated_panel,TabDPT,0.10290647579531298,0.09459310461555348,0.008313371179759499,3.0,test,1038
cell-055,fundus_artery_fractal_dimension,hpp_curated_panel,Ridge,0.030470067210371377,0.044187160826194116,-0.01371709361582274,3.0,test,552
cell-055,fundus_artery_fractal_dimension,hpp_curated_panel,GBDT,-0.00908149483390619,0.044187160826194116,-0.053268655660100306,6.0,test,552
cell-055,fundus_artery_fractal_dimension,hpp_curated_panel,RealMLP,0.02657012975675732,0.044187160826194116,-0.017617031069436795,4.0,test,552
cell-055,fundus_artery_fractal_dimension,hpp_curated_panel,TabSwift,0.037909742393360424,0.044187160826194116,-0.006277418432833692,1.0,test,552
cell-055,fundus_artery_fractal_dimension,hpp_curated_panel,TabICL,0.026351904008409366,0.044187160826194116,-0.01783525681778475,5.0,test,552
cell-055,fundus_artery_fractal_dimension,hpp_curated_panel,TabDPT,0.03554658216359974,0.044187160826194116,-0.008640578662594378,2.0,test,552
cell-056,fundus_artery_fractal_dimension,hpp_curated_panel,Ridge,0.037274153749616956,0.033896761428906075,0.0033773923207108814,2.0,test,463
cell-056,fundus_artery_fractal_dimension,hpp_curated_panel,GBDT,0.03472264249669643,0.033896761428906075,0.0008258810677903572,4.0,test,463
cell-056,fundus_artery_fractal_dimension,hpp_curated_panel,RealMLP,0.03129238446063909,0.033896761428906075,-0.002604376968266986,6.0,test,463
cell-056,fundus_artery_fractal_dimension,hpp_curated_panel,TabSwift,0.037805104236796616,0.033896761428906075,0.003908342807890541,1.0,test,463
cell-056,fundus_artery_fractal_dimension,hpp_curated_panel,TabICL,0.03237358933868206,0.033896761428906075,-0.001523172090224012,5.0,test,463
cell-056,fundus_artery_fractal_dimension,hpp_curated_panel,TabDPT,0.03533944952438173,0.033896761428906075,0.0014426880954756527,3.0,test,463
cell-057,fundus_artery_fractal_dimension,cgm_iglu,Ridge,0.014937203037163171,0.01910057758052397,-0.004163374543360798,6.0,test,928
cell-057,fundus_artery_fractal_dimension,cgm_iglu,GBDT,0.07209560836762852,0.01910057758052397,0.05299503078710455,5.0,test,928
cell-057,fundus_artery_fractal_dimension,cgm_iglu,RealMLP,0.07333733400345965,0.01910057758052397,0.054236756422935684,4.0,test,928
cell-057,fundus_artery_fractal_dimension,cgm_iglu,TabSwift,0.08162042481093079,0.01910057758052397,0.06251984723040682,2.0,test,928
cell-057,fundus_artery_fractal_dimension,cgm_iglu,TabICL,0.08168477025195553,0.01910057758052397,0.06258419267143156,1.0,test,928
cell-057,fundus_artery_fractal_dimension,cgm_iglu,TabDPT,0.07638551228657664,0.01910057758052397,0.05728493470605267,3.0,test,928
cell-058,fundus_artery_fractal_dimension,hpp_curated_panel,Ridge,0.03573466394124225,0.028815623012895752,0.006919040928346498,6.0,test,965
cell-058,fundus_artery_fractal_dimension,hpp_curated_panel,GBDT,0.10934552849046031,0.028815623012895752,0.08052990547756456,5.0,test,965
cell-058,fundus_artery_fractal_dimension,hpp_curated_panel,RealMLP,0.11754005403663192,0.028815623012895752,0.08872443102373617,3.0,test,965
cell-058,fundus_artery_fractal_dimension,hpp_curated_panel,TabSwift,0.11464246102584208,0.028815623012895752,0.08582683801294633,4.0,test,965
cell-058,fundus_artery_fractal_dimension,hpp_curated_panel,TabICL,0.12405570883212769,0.028815623012895752,0.09524008581923193,1.0,test,965
cell-058,fundus_artery_fractal_dimension,hpp_curated_panel,TabDPT,0.12043184789890671,0.028815623012895752,0.09161622488601096,2.0,test,965
cell-059,fundus_artery_fractal_dimension,hpp_curated_panel,Ridge,0.03520566145441373,0.008430641272356598,0.02677502018205713,6.0,test,804
cell-059,fundus_artery_fractal_dimension,hpp_curated_panel,GBDT,0.09411059880102546,0.008430641272356598,0.08567995752866886,5.0,test,804
cell-059,fundus_artery_fractal_dimension,hpp_curated_panel,RealMLP,0.0970924242787159,0.008430641272356598,0.0886617830063593,4.0,test,804
cell-059,fundus_artery_fractal_dimension,hpp_curated_panel,TabSwift,0.09871475482917269,0.008430641272356598,0.09028411355681609,3.0,test,804
cell-059,fundus_artery_fractal_dimension,hpp_curated_panel,TabICL,0.10142324009279635,0.008430641272356598,0.09299259882043975,2.0,test,804
cell-059,fundus_artery_fractal_dimension,hpp_curated_panel,TabDPT,0.10709925199548698,0.008430641272356598,0.09866861072313038,1.0,test,804
cell-060,fundus_artery_fractal_dimension,hpp_curated_panel,Ridge,0.04118087008232563,0.027487210581151666,0.01369365950117396,6.0,test,1038
cell-060,fundus_artery_fractal_dimension,hpp_curated_panel,GBDT,0.0990069918103802,0.027487210581151666,0.07151978122922853,4.0,test,1038
cell-060,fundus_artery_fractal_dimension,hpp_curated_panel,RealMLP,0.09694370264459662,0.027487210581151666,0.06945649206344495,5.0,test,1038
cell-060,fundus_artery_fractal_dimension,hpp_curated_panel,TabSwift,0.10143726296379052,0.027487210581151666,0.07395005238263885,3.0,test,1038
cell-060,fundus_artery_fractal_dimension,hpp_curated_panel,TabICL,0.11205376750304674,0.027487210581151666,0.08456655692189508,1.0,test,1038
cell-060,fundus_artery_fractal_dimension,hpp_curated_panel,TabDPT,0.10928493749064994,0.027487210581151666,0.08179772690949827,2.0,test,1038
cell-061,fundus_artery_tortuosity_density,hpp_curated_panel,Ridge,0.018108015667916533,0.0279536890629416,-0.009845673395025067,5.0,test,552
cell-061,fundus_artery_tortuosity_density,hpp_curated_panel,GBDT,0.02179909783789724,0.0279536890629416,-0.006154591225044359,2.0,test,552
cell-061,fundus_artery_tortuosity_density,hpp_curated_panel,RealMLP,0.02174253023210526,0.0279536890629416,-0.006211158830836339,3.0,test,552
cell-061,fundus_artery_tortuosity_density,hpp_curated_panel,TabSwift,0.02272325059179736,0.0279536890629416,-0.005230438471144239,1.0,test,552
cell-061,fundus_artery_tortuosity_density,hpp_curated_panel,TabICL,0.014333534511360546,0.0279536890629416,-0.013620154551581054,6.0,test,552
cell-061,fundus_artery_tortuosity_density,hpp_curated_panel,TabDPT,0.02076781415232476,0.0279536890629416,-0.007185874910616841,4.0,test,552
cell-062,fundus_artery_tortuosity_density,hpp_curated_panel,Ridge,0.02226359482284468,0.026457089759964303,-0.004193494937119624,3.0,test,463
cell-062,fundus_artery_tortuosity_density,hpp_curated_panel,GBDT,0.015339752697365538,0.026457089759964303,-0.011117337062598764,6.0,test,463
cell-062,fundus_artery_tortuosity_density,hpp_curated_panel,RealMLP,0.02477049702516798,0.026457089759964303,-0.0016865927347963217,1.0,test,463
cell-062,fundus_artery_tortuosity_density,hpp_curated_panel,TabSwift,0.019816239921841117,0.026457089759964303,-0.006640849838123186,5.0,test,463
cell-062,fundus_artery_tortuosity_density,hpp_curated_panel,TabICL,0.022359013669735806,0.026457089759964303,-0.004098076090228497,2.0,test,463
cell-062,fundus_artery_tortuosity_density,hpp_curated_panel,TabDPT,0.021840891296790454,0.026457089759964303,-0.004616198463173848,4.0,test,463
cell-063,fundus_artery_tortuosity_density,cgm_iglu,Ridge,0.013220215424190496,0.022733114525114062,-0.009512899100923566,1.0,test,928
cell-063,fundus_artery_tortuosity_density,cgm_iglu,GBDT,0.0073760779769012075,0.022733114525114062,-0.015357036548212855,5.0,test,928
cell-063,fundus_artery_tortuosity_density,cgm_iglu,RealMLP,0.0013055483219305275,0.022733114525114062,-0.021427566203183535,6.0,test,928
cell-063,fundus_artery_tortuosity_density,cgm_iglu,TabSwift,0.010869971195864081,0.022733114525114062,-0.011863143329249981,4.0,test,928
cell-063,fundus_artery_tortuosity_density,cgm_iglu,TabICL,0.012835605155656404,0.022733114525114062,-0.009897509369457658,2.0,test,928
cell-063,fundus_artery_tortuosity_density,cgm_iglu,TabDPT,0.011484876536660638,0.022733114525114062,-0.011248237988453424,3.0,test,928
cell-064,fundus_artery_tortuosity_density,hpp_curated_panel,Ridge,0.025614442862986753,0.026828185424793816,-0.001213742561807063,1.0,test,965
cell-064,fundus_artery_tortuosity_density,hpp_curated_panel,GBDT,0.014868761860355906,0.026828185424793816,-0.01195942356443791,6.0,test,965
cell-064,fundus_artery_tortuosity_density,hpp_curated_panel,RealMLP,0.01868411587573071,0.026828185424793816,-0.008144069549063104,5.0,test,965
cell-064,fundus_artery_tortuosity_density,hpp_curated_panel,TabSwift,0.021958139190964898,0.026828185424793816,-0.0048700462338289174,2.0,test,965
cell-064,fundus_artery_tortuosity_density,hpp_curated_panel,TabICL,0.02003773468099479,0.026828185424793816,-0.006790450743799026,3.0,test,965
cell-064,fundus_artery_tortuosity_density,hpp_curated_panel,TabDPT,0.019487943072876934,0.026828185424793816,-0.007340242351916881,4.0,test,965
cell-065,fundus_artery_tortuosity_density,hpp_curated_panel,Ridge,0.0216031177542082,0.02187790102744358,-0.00027478327323537943,3.0,test,804
cell-065,fundus_artery_tortuosity_density,hpp_curated_panel,GBDT,0.02432472315862877,0.02187790102744358,0.002446822131185189,1.0,test,804
cell-065,fundus_artery_tortuosity_density,hpp_curated_panel,RealMLP,0.022420929984013238,0.02187790102744358,0.0005430289565696578,2.0,test,804
cell-065,fundus_artery_tortuosity_density,hpp_curated_panel,TabSwift,0.01992620974471837,0.02187790102744358,-0.0019516912827252098,5.0,test,804
cell-065,fundus_artery_tortuosity_density,hpp_curated_panel,TabICL,0.018868070308660334,0.02187790102744358,-0.0030098307187832463,6.0,test,804
cell-065,fundus_artery_tortuosity_density,hpp_curated_panel,TabDPT,0.020810081157353277,0.02187790102744358,-0.001067819870090303,4.0,test,804
cell-066,fundus_artery_tortuosity_density,hpp_curated_panel,Ridge,0.01656538380740402,0.016217894016060885,0.0003474897913431363,1.0,test,1038
cell-066,fundus_artery_tortuosity_density,hpp_curated_panel,GBDT,0.009990965111802197,0.016217894016060885,-0.006226928904258688,3.0,test,1038
cell-066,fundus_artery_tortuosity_density,hpp_curated_panel,RealMLP,0.006258721769800912,0.016217894016060885,-0.009959172246259973,6.0,test,1038
cell-066,fundus_artery_tortuosity_density,hpp_curated_panel,TabSwift,0.006712896539369906,0.016217894016060885,-0.00950499747669098,5.0,test,1038
cell-066,fundus_artery_tortuosity_density,hpp_curated_panel,TabICL,0.008119988951271973,0.016217894016060885,-0.008097905064788913,4.0,test,1038
cell-066,fundus_artery_tortuosity_density,hpp_curated_panel,TabDPT,0.010288915236984386,0.016217894016060885,-0.005928978779076499,2.0,test,1038
cell-067,fundus_artery_vessel_density,hpp_curated_panel,Ridge,0.06028079691663257,0.0618272907862879,-0.0015464938696553299,1.0,test,552
cell-067,fundus_artery_vessel_density,hpp_curated_panel,GBDT,0.04401124662310507,0.0618272907862879,-0.01781604416318283,5.0,test,552
cell-067,fundus_artery_vessel_density,hpp_curated_panel,RealMLP,0.0504074922167671,0.0618272907862879,-0.0114197985695208,2.0,test,552
cell-067,fundus_artery_vessel_density,hpp_curated_panel,TabSwift,0.046116609071222614,0.0618272907862879,-0.01571068171506529,4.0,test,552
cell-067,fundus_artery_vessel_density,hpp_curated_panel,TabICL,0.043240797631962424,0.0618272907862879,-0.01858649315432548,6.0,test,552
cell-067,fundus_artery_vessel_density,hpp_curated_panel,TabDPT,0.04635100842806028,0.0618272907862879,-0.015476282358227622,3.0,test,552
cell-068,fundus_artery_vessel_density,hpp_curated_panel,Ridge,0.05800466926221548,0.05392079276954442,0.004083876492671057,1.0,test,463
cell-068,fundus_artery_vessel_density,hpp_curated_panel,GBDT,0.049462046351178235,0.05392079276954442,-0.0044587464183661885,6.0,test,463
cell-068,fundus_artery_vessel_density,hpp_curated_panel,RealMLP,0.05616302479043589,0.05392079276954442,0.002242232020891466,2.0,test,463
cell-068,fundus_artery_vessel_density,hpp_curated_panel,TabSwift,0.05093374936077433,0.05392079276954442,-0.002987043408770096,5.0,test,463
cell-068,fundus_artery_vessel_density,hpp_curated_panel,TabICL,0.05178786214777542,0.05392079276954442,-0.0021329306217690025,4.0,test,463
cell-068,fundus_artery_vessel_density,hpp_curated_panel,TabDPT,0.05197456488513563,0.05392079276954442,-0.001946227884408791,3.0,test,463
cell-069,fundus_artery_vessel_density,cgm_iglu,Ridge,0.018197821493441957,0.01580191380124485,0.002395907692197108,6.0,test,928
cell-069,fundus_artery_vessel_density,cgm_iglu,GBDT,0.05564626778002302,0.01580191380124485,0.03984435397877817,4.0,test,928
cell-069,fundus_artery_vessel_density,cgm_iglu,RealMLP,0.05614990724612434,0.01580191380124485,0.04034799344487949,3.0,test,928
cell-069,fundus_artery_vessel_density,cgm_iglu,TabSwift,0.05902163269979088,0.01580191380124485,0.04321971889854603,2.0,test,928
cell-069,fundus_artery_vessel_density,cgm_iglu,TabICL,0.0599963285833941,0.01580191380124485,0.04419441478214925,1.0,test,928
cell-069,fundus_artery_vessel_density,cgm_iglu,TabDPT,0.05206020929893773,0.01580191380124485,0.03625829549769288,5.0,test,928
cell-070,fundus_artery_vessel_density,hpp_curated_panel,Ridge,0.023924335978271594,0.013425192337902292,0.010499143640369302,6.0,test,965
cell-070,fundus_artery_vessel_density,hpp_curated_panel,GBDT,0.08424802524480723,0.013425192337902292,0.07082283290690494,5.0,test,965
cell-070,fundus_artery_vessel_density,hpp_curated_panel,RealMLP,0.09500473042125523,0.013425192337902292,0.08157953808335294,1.0,test,965
cell-070,fundus_artery_vessel_density,hpp_curated_panel,TabSwift,0.09288688482183649,0.013425192337902292,0.0794616924839342,3.0,test,965
cell-070,fundus_artery_vessel_density,hpp_curated_panel,TabICL,0.09281789843065957,0.013425192337902292,0.07939270609275728,4.0,test,965
cell-070,fundus_artery_vessel_density,hpp_curated_panel,TabDPT,0.09300559754364146,0.013425192337902292,0.07958040520573917,2.0,test,965
cell-071,fundus_artery_vessel_density,hpp_curated_panel,Ridge,0.03963599898308834,0.0141843990122561,0.02545159997083224,6.0,test,804
cell-071,fundus_artery_vessel_density,hpp_curated_panel,GBDT,0.08099010169190368,0.0141843990122561,0.06680570267964758,5.0,test,804
